ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,ReachedonTime_YN,
1514,F,Flight,3,5,130,5,low,F,27,1891,1,0.074918891
1515,A,Flight,3,2,241,3,medium,F,60,3922,1,0.595221012
1516,B,Flight,4,4,261,3,low,F,33,3678,1,0.963560134
1517,C,Flight,3,5,182,3,medium,M,34,3595,1,0.329412012
1518,F,Flight,3,2,270,4,high,M,29,3768,1,0.966993424
1519,D,Flight,3,5,157,4,medium,M,26,1969,1,0.339067352
1520,F,Flight,3,3,172,4,low,F,33,1989,1,0.09245377
1521,A,Flight,3,3,205,2,medium,F,2,2910,1,0.826251229
1522,B,Flight,4,5,268,3,medium,M,7,3622,1,0.701303368
1523,C,Flight,3,1,156,3,medium,F,1,1517,1,0.617591697
1524,F,Flight,3,5,202,2,low,F,4,3372,1,0.885635814
1525,D,Ship,3,1,249,3,low,F,43,3277,1,0.675500512
1526,F,Ship,3,2,141,3,medium,F,41,,1,0.415434894
1527,A,Ship,3,1,230,2,medium,M,28,3646,1,0.861653023
1528,B,Ship,5,5,229,2,medium,F,59,3844,1,0.172177183
1529,C,Ship,4,5,146,4,low,F,25,1606,1,0.043126789
1530,F,Ship,3,3,162,2,low,F,26,1659,1,0.210197568
1531,D,Ship,5,2,241,3,low,M,39,3743,1,0.027078058
1532,F,Ship,3,4,271,2,low,M,14,2163,1,0.211619062
1533,A,Ship,3,5,166,3,high,F,31,1117,1,0.301575314
1534,B,Ship,3,1,171,3,medium,M,28,1075,1,0.608150839
1535,C,Ship,3,5,169,2,low,F,20,1021,1,0.760739061
1536,F,Ship,3,1,137,3,low,M,47,1611,1,0.6302758
1537,D,Ship,3,4,211,3,low,M,56,3654,1,0.813788664
1538,F,Ship,4,5,171,3,medium,F,2,1114,1,0.955248217
1539,A,Ship,4,4,142,4,medium,M,2,1461,1,0.219452796
1540,B,Ship,3,2,184,4,medium,F,10,2972,1,0.346689743
1541,C,Ship,6,5,111,6,high,F,28,,1,0.398612098
1542,F,Ship,2,5,278,4,low,M,34,3416,1,0.495314831
1543,D,Ship,3,5,160,2,medium,F,41,1495,1,0.668195889
1544,F,Ship,3,4,212,2,medium,F,56,3976,1,0.790972874
1545,A,Ship,3,5,175,2,low,M,59,1051,1,0.106270122
1546,B,Ship,4,3,251,3,medium,F,46,2632,1,0.766397208
1547,C,Ship,3,3,205,2,low,F,15,3231,1,0.87230815
1548,F,Ship,5,5,163,3,low,M,54,1536,1,0.751026365
1549,D,Ship,4,1,272,2,low,M,27,,1,0.424771115
1550,F,Ship,4,1,134,3,medium,F,37,1818,1,0.598376081
1551,A,Ship,5,5,259,2,medium,M,63,2583,1,0.684442338
1552,B,Ship,3,3,246,3,medium,F,45,3945,1,0.328924743
1553,C,Ship,4,1,211,2,medium,F,44,,1,0.388644184
1554,F,Ship,4,2,190,2,medium,F,6,3595,1,0.93408914
1555,D,Ship,4,5,233,5,medium,F,44,2648,1,0.314651966
1556,F,Ship,5,4,199,2,high,F,20,2553,1,0.039878636
1557,A,Ship,5,2,191,3,high,F,52,2028,1,0.935896125
1558,B,Ship,4,1,148,3,low,M,30,1731,1,0.8415154
1559,C,Ship,2,5,177,6,medium,F,41,1772,1,0.137861787
1560,F,Ship,3,1,171,2,low,M,1,,1,0.405230767
1561,D,Ship,3,3,237,3,medium,M,57,3761,1,0.56624146
1562,F,Ship,4,4,265,3,medium,F,47,3307,1,0.450904669
1563,A,Ship,4,2,136,2,medium,M,19,1387,1,0.143625596
1564,B,Ship,3,1,145,2,high,M,25,1851,1,0.157354936
1565,C,Ship,4,1,238,2,low,F,3,2241,1,0.574034278
1566,F,Ship,4,4,210,3,medium,F,14,3666,1,0.998666722
1567,D,Ship,5,1,159,4,low,M,38,1277,1,0.085629254
1568,F,Ship,4,1,232,2,medium,F,26,3300,1,0.579365963
1569,A,Ship,3,2,174,3,low,M,4,1337,1,0.103555316
1570,B,Ship,5,1,129,5,medium,M,35,1458,1,0.451080834
1571,C,Ship,3,3,201,4,medium,M,7,2299,1,0.75116387
1572,F,Ship,5,2,151,4,low,M,12,1145,1,0.556154725
1573,D,Ship,2,1,252,3,low,F,12,2800,1,0.237756496
1574,F,Ship,5,3,156,3,medium,M,58,1218,1,0.497267548
1575,A,Ship,6,3,215,5,low,M,13,3899,1,0.674745027
1576,B,Ship,4,4,153,3,low,M,13,1402,1,0.281109397
1577,C,Ship,5,1,261,3,low,M,25,3494,1,0.069526654
1578,F,Ship,5,4,263,3,medium,M,61,,1,0.425555414
1579,D,Ship,5,4,153,6,medium,M,35,1082,1,0.119051676
1580,F,Ship,3,5,137,3,high,F,28,1815,1,0.308331449
1581,A,Ship,3,5,270,5,low,M,31,3737,1,0.213767313
1582,B,Ship,5,1,167,2,low,M,62,1884,1,0.028780017
1583,C,Ship,3,3,143,3,low,M,64,1630,1,0.216398399
1584,F,Ship,5,5,214,3,low,F,31,2033,1,0.501040732
1585,D,Ship,2,2,182,2,medium,F,14,3751,1,0.065885539
1586,F,Ship,3,5,234,2,high,M,4,2701,1,0.756113665
1587,A,Ship,4,5,181,2,medium,M,59,2239,1,0.066603507
1588,B,Ship,2,4,162,3,low,F,34,1558,1,0.697175728
1589,C,Ship,5,4,185,4,medium,M,31,3565,1,0.481322135
1590,F,Ship,4,2,199,2,medium,F,4,3351,1,0.641403697
1591,D,Ship,4,1,272,3,medium,M,49,2803,1,0.819446173
1592,F,Ship,5,3,252,2,low,M,11,3036,1,0.736876241
1593,A,Ship,4,5,156,3,low,F,2,1127,1,0.958566876
1594,B,Ship,4,2,173,3,medium,F,63,1220,1,0.105594315
1595,C,Ship,3,2,148,4,medium,F,38,1322,1,0.293442146
1596,F,Ship,4,3,158,3,medium,F,27,1207,1,0.050565973
1597,D,Ship,5,2,261,3,low,M,62,3352,1,0.259230432
1598,F,Ship,2,4,105,2,medium,M,54,1707,1,0.783690277
1599,A,Ship,3,5,193,3,high,F,57,3364,1,0.865020617
1600,B,Ship,3,3,198,3,low,M,49,2446,1,0.530951121
1601,C,Ship,4,5,213,3,medium,F,42,3121,1,0.115681839
1602,F,Ship,4,1,244,3,low,M,59,3073,1,0.497437655
1603,D,Ship,6,4,241,6,high,F,61,2806,1,0.61942338
1604,F,Ship,4,5,278,6,low,M,4,3909,1,0.887379309
1605,A,Ship,2,2,145,2,low,M,1,1126,1,0.2628354
1606,B,Ship,5,2,140,4,high,M,58,1175,1,0.707107558
1607,C,Ship,4,4,209,3,medium,M,37,3026,1,0.896076921
1608,F,Ship,3,3,233,3,medium,M,35,2204,1,0.211810829
1609,D,Ship,3,1,227,3,medium,M,52,3336,1,0.859940646
1610,F,Ship,5,1,258,2,medium,F,22,3713,1,0.552023875
1611,A,Ship,5,4,259,3,low,F,38,3720,1,0.121299837
1612,B,Ship,3,5,153,2,low,F,44,1585,1,0.949815209
1613,C,Ship,3,5,181,3,medium,M,22,3575,1,0.345265889
1614,F,Ship,4,4,143,8,medium,F,39,1345,1,0.019776663
1615,D,Ship,5,2,111,5,medium,M,3,1711,1,0.453380826
1616,F,Ship,4,5,198,2,medium,M,51,2820,1,0.345587388
1617,A,Ship,3,4,121,3,low,F,63,1611,1,0.928396353
1618,B,Road,3,2,204,3,medium,M,48,2792,1,0.159266135
1619,C,Road,4,4,203,5,low,M,36,3912,1,0.150050304
1620,F,Road,4,1,167,3,low,F,10,1616,1,0.928760064
1621,D,Road,4,1,270,3,medium,F,64,2406,1,0.50995199
1622,F,Road,5,2,260,2,high,M,58,,1,0.419771769
1623,A,Road,3,1,180,3,high,F,21,1047,1,0.938885762
1624,B,Road,3,4,157,2,medium,M,12,1694,1,0.285660683
1625,C,Road,3,3,156,6,low,M,45,1602,1,0.527979585
1626,F,Road,4,4,236,7,medium,M,62,2280,1,0.768285092
1627,D,Road,5,2,240,7,medium,F,57,2708,1,0.966531045
1628,F,Road,4,2,104,7,medium,F,46,1438,1,0.183537922
1629,A,Road,4,2,140,3,medium,F,49,1820,1,0.517950866
1630,B,Road,3,2,150,3,medium,M,29,1354,1,0.624760463
1631,C,Road,6,2,286,7,medium,F,65,3362,1,0.654141412
1632,F,Road,5,5,224,8,low,F,49,3282,1,0.768545065
1633,D,Road,3,4,204,3,low,F,49,,1,0.351666921
1634,F,Road,5,2,266,7,low,F,12,,1,0.426523269
1635,A,Road,6,3,241,6,high,F,8,3878,1,0.275633978
1636,B,Road,4,2,278,6,low,F,36,2330,1,0.465413553
1637,C,Road,2,1,145,2,low,F,49,1177,1,0.764059003
1638,F,Road,5,4,140,4,high,F,5,1130,1,0.207634041
1639,D,Road,4,4,209,3,medium,F,52,2740,1,0.910753182
1640,F,Flight,3,1,233,3,medium,M,1,2744,1,0.50627589
1641,A,Flight,3,2,227,3,medium,M,21,2351,1,0.117786859
1642,B,Flight,5,4,258,2,medium,F,24,2878,1,0.933269146
1643,C,Flight,5,3,259,3,low,F,45,3335,1,0.592494476
1644,F,Flight,3,3,153,2,low,F,39,1328,1,0.457418868
1645,D,Flight,3,2,181,3,medium,M,45,3786,1,0.246713375
1646,F,Flight,4,4,143,8,medium,M,12,1326,1,0.021853676
1647,A,Flight,5,4,111,5,medium,F,42,1587,1,0.663164266
1648,B,Flight,4,4,198,2,medium,M,64,3787,1,0.672980458
1649,C,Flight,3,5,121,3,low,F,10,1701,1,0.214170932
1650,F,Flight,3,4,204,3,medium,F,27,2772,1,0.676283573
1651,D,Flight,4,2,203,5,low,F,20,,1,0.4481193
1652,F,Flight,4,1,167,3,low,F,57,1782,1,0.992143347
1653,A,Flight,4,5,270,3,medium,M,20,3185,1,0.974764938
1654,B,Flight,5,3,260,2,high,F,63,,1,0.374462413
1655,C,Flight,3,3,180,3,high,F,56,1684,1,0.588739342
1656,F,Flight,3,3,157,2,medium,F,62,1366,1,0.894645599
1657,D,Flight,3,5,156,6,low,M,65,1308,1,0.009870985
1658,F,Flight,4,5,236,7,medium,F,44,3808,1,0.951586551
1659,A,Flight,5,2,240,7,medium,F,47,2174,1,0.637900519
1660,B,Flight,4,1,104,7,medium,F,52,1083,1,0.018034073
1661,C,Flight,4,4,140,3,medium,F,4,1467,1,0.483643822
1662,F,Ship,3,2,150,3,medium,F,4,,1,0.409055467
1663,D,Ship,6,1,286,7,medium,F,7,2338,1,0.903549979
1664,F,Ship,5,5,224,8,low,F,48,2627,1,0.890779886
1665,A,Ship,3,5,204,3,low,F,45,2513,1,0.851585581
1666,B,Ship,5,2,266,7,low,M,40,2304,1,0.585637706
1667,C,Ship,4,5,268,3,low,F,59,2083,1,0.763856444
1668,F,Ship,4,5,267,4,low,M,20,,1,0.398408759
1669,D,Ship,3,5,223,4,low,F,46,3938,1,0.255998384
1670,F,Ship,5,5,164,5,low,M,52,1644,1,0.242500899
1671,A,Ship,4,2,209,4,low,F,10,3370,1,0.938421588
1672,B,Ship,3,2,192,3,low,F,19,3183,1,0.994431488
1673,C,Ship,3,2,260,3,medium,M,52,2874,1,0.581238013
1674,F,Ship,2,1,137,5,medium,F,3,1037,1,0.048094435
1675,D,Ship,3,3,267,2,low,M,18,2435,1,0.54059468
1676,F,Ship,3,3,111,3,medium,M,54,1712,1,0.18617941
1677,A,Ship,3,4,240,2,medium,F,2,3729,1,0.735437205
1678,B,Ship,5,1,234,3,medium,M,40,3340,1,0.610809313
1679,C,Ship,4,2,190,2,medium,M,37,,1,0.426959872
1680,F,Ship,5,2,265,2,high,M,24,2415,1,0.289856738
1681,D,Ship,3,4,189,3,medium,F,37,3492,1,0.638679599
1682,F,Ship,2,1,121,3,medium,M,25,1124,1,0.269102385
1683,A,Ship,4,3,101,6,low,M,37,1344,1,0.508047397
1684,B,Ship,3,3,250,3,medium,M,9,2752,1,0.076465923
1685,C,Ship,4,2,247,3,medium,F,64,2198,1,0.56488957
1686,F,Ship,4,4,162,3,medium,M,41,1104,1,0.136959468
1687,D,Ship,2,2,219,3,low,F,56,,1,0.445713071
1688,F,Ship,5,1,258,2,medium,F,48,3717,1,0.534761731
1689,A,Ship,5,4,221,2,low,F,59,,1,0.350114145
1690,B,Ship,2,4,137,3,high,F,41,1176,1,0.453907952
1691,C,Ship,3,4,174,2,medium,M,51,1430,1,0.183719009
1692,F,Ship,4,2,189,3,medium,M,6,3671,1,0.865505655
1693,D,Ship,4,4,212,4,medium,F,2,3830,1,0.485889898
1694,F,Ship,6,1,183,2,low,M,57,3966,1,0.202607565
1695,A,Ship,3,1,180,2,low,M,26,1715,1,0.93584987
1696,B,Ship,5,5,150,5,medium,F,61,1091,1,0.687050366
1697,C,Ship,4,3,246,3,medium,F,52,2440,1,0.593618259
1698,F,Ship,3,2,263,3,high,F,44,,1,0.386823269
1699,D,Ship,4,4,204,2,low,M,29,2941,1,0.213107553
1700,F,Ship,3,2,223,4,low,F,20,3955,1,0.209337814
1701,A,Ship,3,3,193,2,low,F,60,2581,1,0.338147606
1702,B,Ship,3,1,138,3,low,F,41,,1,0.374193765
1703,C,Ship,5,2,188,3,medium,F,50,3992,1,0.826509052
1704,F,Ship,4,3,201,3,low,F,46,,1,0.436722053
1705,D,Ship,3,3,245,2,medium,F,16,2577,1,0.904144377
1706,F,Ship,3,2,262,3,low,M,54,3150,1,0.479317229
1707,A,Ship,4,4,147,5,medium,F,33,1886,1,0.301379179
1708,B,Ship,3,1,254,3,medium,F,35,2965,1,0.054532206
1709,C,Ship,4,2,213,4,low,F,37,2184,1,0.875529018
1710,F,Ship,3,3,152,2,low,M,32,1665,1,0.5087122
1711,D,Ship,4,1,227,3,low,M,54,,1,0.406818202
1712,F,Ship,2,5,206,3,low,F,46,2944,1,0.995853894
1713,A,Ship,3,4,242,5,low,M,5,2307,1,0.885509434
1714,B,Ship,4,2,200,3,medium,M,45,2486,1,0.840334074
1715,C,Ship,4,1,142,2,low,M,26,1683,1,0.494041996
1716,F,Ship,3,3,275,3,low,F,61,2123,1,0.601643774
1717,D,Ship,6,1,222,5,medium,M,26,3137,1,0.07762192
1718,F,Ship,3,1,101,2,medium,F,56,1184,1,0.910522752
1719,A,Ship,4,5,178,3,high,M,22,1907,1,0.177256252
1720,B,Ship,3,2,243,3,medium,M,31,3943,1,0.977447593
1721,C,Ship,2,1,177,4,low,M,63,1058,1,0.84572585
1722,F,Ship,3,2,270,3,medium,M,31,2377,1,0.744836537
1723,D,Ship,5,3,186,4,medium,F,11,3676,1,0.113202134
1724,F,Ship,5,3,133,4,medium,F,29,1094,1,0.089909531
1725,A,Ship,3,2,263,4,medium,M,8,2599,1,0.738739638
1726,B,Ship,5,3,248,3,medium,M,4,2207,1,0.951396128
1727,C,Ship,5,2,150,3,medium,M,63,1807,1,0.036317844
1728,F,Ship,3,4,203,4,medium,M,46,3640,1,0.475114672
1729,D,Ship,2,3,249,2,low,M,1,2905,1,0.791911881
1730,F,Ship,3,3,238,3,medium,M,54,2860,1,0.146115578
1731,A,Ship,5,3,181,4,medium,F,32,3893,1,0.495535105
1732,B,Ship,3,3,138,4,low,M,56,1440,1,0.471582827
1733,C,Ship,4,3,139,3,medium,F,47,1323,1,0.298731429
1734,F,Ship,2,3,192,2,low,F,31,2621,1,0.464177129
1735,D,Ship,5,4,241,3,medium,M,40,3484,1,0.014305378
1736,F,Ship,3,2,188,3,low,F,33,3335,1,0.163952766
1737,A,Ship,6,1,278,2,medium,F,12,2112,1,0.60545213
1738,B,Ship,4,1,144,2,high,M,35,,1,0.43075299
1739,C,Ship,4,5,208,2,medium,M,33,2170,1,0.607958273
1740,F,Ship,3,2,208,2,low,M,41,2036,1,0.242826663
1741,D,Ship,4,3,210,3,medium,M,11,2655,1,0.096834176
1742,F,Ship,3,3,237,3,medium,M,47,3625,1,0.627646471
1743,A,Ship,4,4,192,3,low,F,25,2443,1,0.96824077
1744,B,Ship,6,2,143,5,low,M,17,1955,1,0.931209975
1745,C,Ship,3,1,234,3,high,F,60,,1,0.413933357
1746,F,Ship,4,5,147,2,low,M,17,,1,0.438814214
1747,D,Ship,5,1,226,2,low,M,18,,1,0.444018452
1748,F,Ship,4,5,263,2,low,M,62,2267,1,0.64495607
1749,A,Ship,4,1,147,3,low,M,11,1434,1,0.068779343
1750,B,Ship,3,1,174,4,low,M,18,1072,1,0.997818533
1751,C,Ship,3,1,142,4,low,M,4,1583,1,0.761002604
1752,F,Ship,4,4,136,3,low,M,6,1900,1,0.087998172
1753,D,Ship,3,1,192,3,medium,M,35,2258,1,0.805510092
1754,F,Ship,3,2,184,5,high,F,26,3336,1,0.344880819
1755,A,Road,6,5,260,4,high,M,10,2756,1,0.688595669
1756,B,Road,5,3,160,3,high,M,25,1977,1,0.468456659
1757,C,Road,3,1,262,2,low,F,28,2940,1,0.203578606
1758,F,Road,4,3,217,3,low,M,51,3144,1,0.734594502
1759,D,Road,3,2,267,5,low,F,48,2622,1,0.567417328
1760,F,Road,5,4,195,2,low,M,4,3108,1,0.866644874
1761,A,Road,4,3,152,2,medium,M,18,1537,1,0.329857625
1762,B,Road,4,5,178,3,low,F,23,,1,0.373156631
1763,C,Road,4,2,190,4,medium,M,61,2077,1,0.575829078
1764,F,Road,3,5,286,3,medium,F,12,3817,1,0.149009422
1765,D,Road,2,1,167,2,low,M,46,1023,1,0.179621853
1766,F,Road,2,2,148,6,medium,F,63,1279,1,0.969038898
1767,A,Road,4,3,218,4,low,F,50,3990,1,0.894606529
1768,B,Road,5,2,272,2,medium,F,37,2226,1,0.222651519
1769,C,Road,4,3,147,2,high,F,52,1570,1,0.220811892
1770,F,Road,4,5,263,3,medium,F,32,3723,1,0.830515532
1771,D,Road,5,5,189,4,high,F,16,3564,1,0.336805814
1772,F,Road,3,3,242,3,low,F,7,3127,1,0.34731982
1773,A,Road,5,3,204,2,low,M,40,2181,1,0.903612191
1774,B,Road,3,1,229,3,medium,M,2,3963,1,0.14468056
1775,C,Road,3,5,180,2,low,M,33,1444,1,0.776447113
1776,F,Road,5,5,190,4,medium,M,12,2947,1,0.167034041
1777,D,Flight,6,1,154,5,medium,M,19,,1,0.360123865
1778,F,Flight,4,3,134,3,low,F,21,1955,1,0.615652788
1779,A,Flight,3,3,206,2,medium,M,62,3558,1,0.305522805
1780,B,Flight,3,2,169,2,medium,M,61,1511,1,0.564473193
1781,C,Flight,4,2,237,2,medium,F,6,2965,1,0.720511674
1782,F,Flight,4,4,146,2,low,M,52,,1,0.422120866
1783,D,Flight,5,2,187,3,medium,M,11,,1,0.352223921
1784,F,Flight,5,4,206,3,low,M,53,,1,0.370040368
1785,A,Flight,5,3,208,4,medium,M,10,2419,1,0.175981411
1786,B,Flight,4,2,149,4,low,M,40,1102,1,0.763586819
1787,C,Flight,6,2,148,4,low,M,56,1511,1,0.620980989
1788,F,Flight,4,2,135,2,low,M,54,1011,1,0.201834608
1789,D,Flight,4,1,242,3,medium,F,35,3556,1,0.976175338
1790,F,Flight,5,2,231,4,medium,M,41,2992,1,0.076645904
1791,A,Flight,6,2,205,5,medium,F,61,2018,1,0.533644774
1792,B,Flight,4,4,137,2,medium,M,37,,1,0.447761388
1793,C,Flight,3,4,202,4,high,M,20,3655,1,0.07488866
1794,F,Flight,3,1,163,3,medium,M,59,1005,1,0.79565465
1795,D,Flight,2,2,128,2,low,M,17,,1,0.431074141
1796,F,Flight,3,3,165,3,high,M,35,,1,0.379865453
1797,A,Flight,4,1,242,2,low,M,34,3966,1,0.141576139
1798,B,Flight,5,4,229,2,medium,M,9,3667,1,0.807706737
1799,C,Ship,5,1,191,3,low,M,56,3538,1,0.081552205
1800,F,Ship,3,5,231,2,medium,M,49,2341,1,0.989319385
1801,D,Ship,3,1,183,3,medium,F,51,,1,0.410606177
1802,F,Ship,3,1,195,3,high,M,5,3251,1,0.500309297
1803,A,Ship,3,5,249,2,low,F,26,,1,0.374551575
1804,B,Ship,3,4,151,3,low,M,16,1020,1,0.60376084
1805,C,Ship,4,1,140,2,low,M,60,1950,1,0.983243255
1806,F,Ship,4,1,151,2,medium,M,6,1114,1,0.254534364
1807,D,Ship,2,5,109,3,medium,M,12,1715,1,0.828693668
1808,F,Ship,5,1,180,2,low,M,35,,1,0.358859582
1809,A,Ship,4,1,151,5,high,M,28,1148,1,0.343335773
1810,B,Ship,2,1,188,3,low,M,62,2106,1,0.263014616
1811,C,Ship,4,2,274,2,low,M,11,3013,1,0.61600645
1812,F,Ship,3,5,187,2,medium,F,50,2598,1,0.150232043
1813,D,Ship,4,2,185,2,medium,M,4,2212,1,0.501565628
1814,F,Ship,3,4,187,2,medium,M,54,3290,1,0.713070187
1815,A,Ship,5,4,260,3,low,M,43,2143,1,0.32738572
1816,B,Ship,3,3,191,3,low,M,5,2007,1,0.857515151
1817,C,Ship,3,4,203,2,low,F,15,,1,0.426461981
1818,F,Ship,4,1,144,4,low,F,63,1881,1,0.695534412
1819,D,Ship,5,2,281,4,high,F,5,,1,0.397386507
1820,F,Ship,2,3,169,3,medium,M,48,,1,0.350991263
1821,A,Ship,4,3,201,2,medium,F,18,3461,1,0.575328794
1822,B,Ship,4,4,226,5,medium,F,12,2708,1,0.453796133
1823,C,Ship,6,3,176,5,low,F,7,1767,1,0.207714059
1824,F,Ship,3,5,228,4,medium,M,57,2243,1,0.050980871
1825,D,Ship,4,5,260,3,low,F,14,2071,1,0.290354231
1826,F,Ship,4,5,268,3,low,M,17,3085,1,0.512964567
1827,A,Ship,4,5,188,3,low,F,6,3361,1,0.879561503
1828,B,Ship,4,4,213,3,medium,M,11,2037,1,0.765151829
1829,C,Ship,4,4,259,2,medium,M,44,2132,1,0.54836153
1830,F,Ship,3,2,257,2,high,F,46,2848,1,0.276422467
1831,D,Ship,4,5,163,3,low,M,38,1146,1,0.926637465
1832,F,Ship,2,3,211,3,medium,F,12,3296,1,0.791858283
1833,A,Ship,3,4,166,2,medium,F,58,1319,1,0.904305377
1834,B,Ship,3,5,245,4,high,F,26,2072,1,0.783288052
1835,C,Ship,5,5,234,2,medium,M,44,2548,1,0.47543376
1836,F,Ship,4,2,234,2,high,M,27,3393,1,0.452573824
1837,D,Ship,3,1,180,3,low,M,52,1838,1,0.596329825
1838,F,Ship,4,5,217,4,medium,M,37,2128,1,0.528150406
1839,A,Ship,4,1,253,3,low,M,31,3632,1,0.289506704
1840,B,Ship,3,2,188,3,medium,M,3,3837,1,0.20168328
1841,C,Ship,2,3,274,3,high,F,24,3829,1,0.262060764
1842,F,Ship,3,4,136,2,medium,F,54,1056,1,0.3186507
1843,D,Ship,3,5,143,2,low,M,17,1422,1,0.72593158
1844,F,Ship,3,1,267,3,low,F,57,3257,1,0.749639193
1845,A,Ship,3,4,198,2,medium,F,20,2266,1,0.068381249
1846,B,Ship,4,4,201,10,medium,M,17,2059,1,0.298241101
1847,C,Ship,3,5,241,10,medium,F,31,2724,1,0.996661306
1848,F,Ship,5,1,269,3,medium,F,2,2136,1,0.963498545
1849,D,Ship,5,5,123,2,low,F,60,1653,1,0.028630824
1850,F,Ship,3,2,178,2,low,M,32,1329,1,0.070786293
1851,A,Ship,3,4,203,3,low,M,18,3127,1,0.7210678
1852,B,Ship,3,1,169,10,medium,F,15,1107,1,0.724568015
1853,C,Ship,3,5,190,10,medium,F,27,2739,1,0.984016087
1854,F,Ship,3,3,190,7,medium,F,7,2400,1,0.258493254
1855,D,Ship,4,5,238,10,medium,M,38,3556,1,0.944865369
1856,F,Ship,5,5,247,10,medium,F,61,2206,1,0.077633706
1857,A,Ship,4,1,190,10,low,F,35,3819,1,0.289664392
1858,B,Ship,3,5,168,3,low,F,5,1143,1,0.820215956
1859,C,Ship,2,2,190,3,low,M,51,2380,1,0.565170997
1860,F,Ship,2,5,170,8,low,M,14,1396,1,0.772954997
1861,D,Ship,4,4,226,7,low,M,9,2182,1,0.145044539
1862,F,Ship,5,1,256,7,low,F,50,3837,1,0.238079268
1863,A,Ship,2,1,104,7,low,M,30,1870,1,0.115888999
1864,B,Ship,4,1,192,3,medium,F,29,,1,0.383540782
1865,C,Ship,4,3,213,3,medium,M,57,3599,1,0.345873524
1866,F,Ship,4,2,259,2,medium,M,54,2244,1,0.721231083
1867,D,Ship,3,4,257,2,high,M,15,3981,1,0.833827287
1868,F,Ship,4,3,163,3,low,M,52,1891,1,0.025847835
1869,A,Ship,2,3,211,3,medium,F,55,3842,1,0.241880866
1870,B,Ship,3,2,166,2,medium,F,45,1741,1,0.853931227
1871,C,Ship,3,1,245,4,high,F,47,3111,1,0.782908605
1872,F,Ship,5,5,234,2,medium,F,43,3822,1,0.592050286
1873,D,Ship,4,4,234,2,high,M,2,2008,1,0.500563708
1874,F,Ship,3,4,180,3,low,F,52,,1,0.435890976
1875,A,Ship,4,5,217,4,medium,F,12,2217,1,0.874431801
1876,B,Ship,4,5,253,3,low,F,58,3096,1,0.035680441
1877,C,Ship,3,4,188,3,medium,F,49,3221,1,0.083811185
1878,F,Ship,2,2,274,3,high,F,60,2053,1,0.500615184
1879,D,Ship,3,1,136,2,medium,F,61,1509,1,0.911263424
1880,F,Ship,3,1,143,2,low,F,63,,1,0.405779762
1881,A,Ship,3,4,267,3,low,F,55,,1,0.436777024
1882,B,Ship,3,1,198,2,medium,F,49,3573,1,0.640939163
1883,C,Ship,4,1,201,10,medium,M,37,,1,0.443273524
1884,F,Ship,3,5,241,10,medium,M,41,3015,1,0.148759723
1885,D,Ship,5,4,269,3,medium,F,51,3415,1,0.138329966
1886,F,Ship,5,3,123,2,low,F,30,1068,1,0.485643555
1887,A,Ship,3,4,178,2,low,F,35,1183,1,0.625887122
1888,B,Ship,3,5,203,3,low,F,58,3231,1,0.696688091
1889,C,Ship,3,2,169,10,medium,F,4,,1,0.435598871
1890,F,Ship,3,4,190,10,medium,F,38,2018,1,0.905742345
1891,D,Ship,3,4,190,7,medium,F,51,2391,1,0.94536361
1892,F,Road,4,5,238,10,medium,F,44,3860,1,0.16375578
1893,A,Road,5,1,247,10,medium,F,57,2377,1,0.626619756
1894,B,Road,4,3,190,10,low,M,34,,1,0.44127248
1895,C,Road,3,2,168,3,low,M,15,1862,1,0.772243002
1896,F,Road,2,1,190,3,low,M,59,2108,1,0.01735463
1897,D,Road,2,3,170,8,low,M,61,1240,1,0.059860286
1898,F,Road,4,1,226,7,low,M,41,2964,1,0.168002659
1899,A,Road,5,2,256,7,low,F,41,2758,1,0.257267447
1900,B,Road,2,5,104,7,low,M,12,1064,1,0.258615796
1901,C,Road,4,4,192,3,medium,M,39,2943,1,0.741684546
1902,F,Road,5,2,195,6,low,M,38,1338,1,0.666936138
1903,D,Road,3,5,271,4,low,M,51,1134,1,0.511989116
1904,F,Road,2,1,296,5,medium,M,29,,1,0.437752257
1905,A,Road,4,5,277,5,medium,F,32,1055,1,0.200652689
1906,B,Road,2,4,140,3,low,M,32,1819,1,0.804594891
1907,C,Road,4,1,148,3,high,F,23,1814,1,0.236018906
1908,F,Road,4,5,238,2,low,F,1,2644,1,0.50214842
1909,D,Road,5,3,220,3,low,M,37,2294,1,0.707731744
1910,F,Road,4,4,224,3,low,M,29,3623,1,0.920597127
1911,A,Road,4,5,162,3,low,F,31,1170,1,0.886750117
1912,B,Road,4,2,202,4,low,F,1,,1,0.413307157
1913,C,Road,3,5,226,3,medium,M,5,3914,1,0.95403425
1914,F,Flight,4,3,246,2,low,M,60,2086,1,0.961262538
1915,D,Flight,5,2,223,3,low,F,51,,1,0.392689013
1916,F,Flight,5,2,156,2,medium,M,19,1311,1,0.176274759
1917,A,Flight,2,5,189,2,low,M,38,3708,1,0.641287543
1918,B,Flight,5,4,242,3,high,F,2,3564,1,0.83333515
1919,C,Flight,4,5,207,2,medium,F,49,3736,1,0.056353466
1920,F,Flight,3,3,161,3,low,F,24,1920,1,0.878313739
1921,D,Flight,4,5,232,2,low,F,21,3128,1,0.810712423
